host,slug,status,rounds
inspired.calicotab.com,ADSL25,"failed: ConnectionError: HTTPSConnectionPool(host='inspired.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/ADSL25/teams (Caused by NameResolutionError(""HTTPSConnection(host='inspired.calicotab.com', port=443): Failed to resolve 'inspired.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
gareebpreabp.calicotab.com,gareebpreabp2026,"failed: ConnectionError: HTTPSConnectionPool(host='gareebpreabp.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/gareebpreabp2026/teams (Caused by NameResolutionError(""HTTPSConnection(host='gareebpreabp.calicotab.com', port=443): Failed to resolve 'gareebpreabp.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
lucien.calicotab.com,GO2025,"failed: ConnectionError: HTTPSConnectionPool(host='lucien.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/GO2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='lucien.calicotab.com', port=443): Failed to resolve 'lucien.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
gndc2025.calicotab.com,gndc25,"failed: ConnectionError: HTTPSConnectionPool(host='gndc2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/gndc25/teams (Caused by NameResolutionError(""HTTPSConnection(host='gndc2025.calicotab.com', port=443): Failed to resolve 'gndc2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
gudc2022.calicotab.com,GUDC2022,"failed: ConnectionError: HTTPSConnectionPool(host='gudc2022.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/GUDC2022/teams (Caused by NameResolutionError(""HTTPSConnection(host='gudc2022.calicotab.com', port=443): Failed to resolve 'gudc2022.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
knustgudc23.calicotab.com,gudc23,"failed: ConnectionError: HTTPSConnectionPool(host='knustgudc23.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/gudc23/teams (Caused by NameResolutionError(""HTTPSConnection(host='knustgudc23.calicotab.com', port=443): Failed to resolve 'knustgudc23.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
gudc24.calicotab.com,gudc2024,"failed: ConnectionError: HTTPSConnectionPool(host='gudc24.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/gudc2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='gudc24.calicotab.com', port=443): Failed to resolve 'gudc24.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
ghnationals.calicotab.com,gudc2025,"failed: ConnectionError: HTTPSConnectionPool(host='ghnationals.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/gudc2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='ghnationals.calicotab.com', port=443): Failed to resolve 'ghnationals.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
gikiiv2026.calicotab.com,gikiiv26,"failed: ConnectionError: HTTPSConnectionPool(host='gikiiv2026.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/gikiiv26/teams (Caused by NameResolutionError(""HTTPSConnection(host='gikiiv2026.calicotab.com', port=443): Failed to resolve 'gikiiv2026.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
gik.calicotab.com,pre-wudc-2025,"failed: ConnectionError: HTTPSConnectionPool(host='gik.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/pre-wudc-2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='gik.calicotab.com', port=443): Failed to resolve 'gik.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
glasgowancients2022.calicotab.com,2022,"failed: ConnectionError: HTTPSConnectionPool(host='glasgowancients2022.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/2022/teams (Caused by NameResolutionError(""HTTPSConnection(host='glasgowancients2022.calicotab.com', port=443): Failed to resolve 'glasgowancients2022.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
guu2023.calicotab.com,ancients2023,"failed: ConnectionError: HTTPSConnectionPool(host='guu2023.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/ancients2023/teams (Caused by NameResolutionError(""HTTPSConnection(host='guu2023.calicotab.com', port=443): Failed to resolve 'guu2023.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
glasgowancients24.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='glasgowancients24.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='glasgowancients24.calicotab.com', port=443): Failed to resolve 'glasgowancients24.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
glasgowancients2025.calicotab.com,glasgowancients2025,"failed: ConnectionError: HTTPSConnectionPool(host='glasgowancients2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/glasgowancients2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='glasgowancients2025.calicotab.com', port=443): Failed to resolve 'glasgowancients2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
glasgowancients2026.calicotab.com,glasgowancients2026,"failed: ConnectionError: HTTPSConnectionPool(host='glasgowancients2026.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/glasgowancients2026/teams (Caused by NameResolutionError(""HTTPSConnection(host='glasgowancients2026.calicotab.com', port=443): Failed to resolve 'glasgowancients2026.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
summercup2022.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='summercup2022.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='summercup2022.calicotab.com', port=443): Failed to resolve 'summercup2022.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
glasgowsummer2023.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='glasgowsummer2023.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='glasgowsummer2023.calicotab.com', port=443): Failed to resolve 'glasgowsummer2023.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
glasgowsummer2024.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='glasgowsummer2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='glasgowsummer2024.calicotab.com', port=443): Failed to resolve 'glasgowsummer2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
glasgowsummercup2025.calicotab.com,glasgowsummercup2025,"failed: ConnectionError: HTTPSConnectionPool(host='glasgowsummercup2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/glasgowsummercup2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='glasgowsummercup2025.calicotab.com', port=443): Failed to resolve 'glasgowsummercup2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
glasgowsummercup2026.calicotab.com,glasgowsummercup2026,"failed: ConnectionError: HTTPSConnectionPool(host='glasgowsummercup2026.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/glasgowsummercup2026/teams (Caused by NameResolutionError(""HTTPSConnection(host='glasgowsummercup2026.calicotab.com', port=443): Failed to resolve 'glasgowsummercup2026.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
glc2021.calicotab.com,glc2021,"failed: ConnectionError: HTTPSConnectionPool(host='glc2021.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/glc2021/teams (Caused by NameResolutionError(""HTTPSConnection(host='glc2021.calicotab.com', port=443): Failed to resolve 'glc2021.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
theglcdebate.calicotab.com,theglcdebate2023,"failed: ConnectionError: HTTPSConnectionPool(host='theglcdebate.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/theglcdebate2023/teams (Caused by NameResolutionError(""HTTPSConnection(host='theglcdebate.calicotab.com', port=443): Failed to resolve 'theglcdebate.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
theglcdebate.calicotab.com,theglcdebate2024,"failed: ConnectionError: HTTPSConnectionPool(host='theglcdebate.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/theglcdebate2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='theglcdebate.calicotab.com', port=443): Failed to resolve 'theglcdebate.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
theglcdebate.calicotab.com,theglcdebate2025,"failed: ConnectionError: HTTPSConnectionPool(host='theglcdebate.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/theglcdebate2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='theglcdebate.calicotab.com', port=443): Failed to resolve 'theglcdebate.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
theglcdebate.calicotab.com,theglcdebate2026,"failed: ConnectionError: HTTPSConnectionPool(host='theglcdebate.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/theglcdebate2026/teams (Caused by NameResolutionError(""HTTPSConnection(host='theglcdebate.calicotab.com', port=443): Failed to resolve 'theglcdebate.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
mace.calicotab.com,globaleslrr2021,"failed: ConnectionError: HTTPSConnectionPool(host='mace.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/globaleslrr2021/teams (Caused by NameResolutionError(""HTTPSConnection(host='mace.calicotab.com', port=443): Failed to resolve 'mace.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
tabtastic.calicotab.com,groningen2021,"failed: ConnectionError: HTTPSConnectionPool(host='tabtastic.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/groningen2021/teams (Caused by NameResolutionError(""HTTPSConnection(host='tabtastic.calicotab.com', port=443): Failed to resolve 'tabtastic.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
cuhkszedt00.calicotab.com,gdc2022,"failed: ConnectionError: HTTPSConnectionPool(host='cuhkszedt00.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/gdc2022/teams (Caused by NameResolutionError(""HTTPSConnection(host='cuhkszedt00.calicotab.com', port=443): Failed to resolve 'cuhkszedt00.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
gdc2023.calicotab.com,gdc2023,"failed: ConnectionError: HTTPSConnectionPool(host='gdc2023.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/gdc2023/teams (Caused by NameResolutionError(""HTTPSConnection(host='gdc2023.calicotab.com', port=443): Failed to resolve 'gdc2023.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
gdc2024.calicotab.com,GDC2024,"failed: ConnectionError: HTTPSConnectionPool(host='gdc2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/GDC2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='gdc2024.calicotab.com', port=443): Failed to resolve 'gdc2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
gdc2025.calicotab.com,GDC2025,"failed: ConnectionError: HTTPSConnectionPool(host='gdc2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/GDC2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='gdc2025.calicotab.com', port=443): Failed to resolve 'gdc2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
gurgaon2026.calicotab.com,gurgaon26,"failed: ConnectionError: HTTPSConnectionPool(host='gurgaon2026.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/gurgaon26/teams (Caused by NameResolutionError(""HTTPSConnection(host='gurgaon2026.calicotab.com', port=443): Failed to resolve 'gurgaon2026.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
habibpreworlds2022.calicotab.com,habibpreworlds2022,"failed: ConnectionError: HTTPSConnectionPool(host='habibpreworlds2022.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/habibpreworlds2022/teams (Caused by NameResolutionError(""HTTPSConnection(host='habibpreworlds2022.calicotab.com', port=443): Failed to resolve 'habibpreworlds2022.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
hudc2021.calicotab.com,hudc2021,"failed: ConnectionError: HTTPSConnectionPool(host='hudc2021.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/hudc2021/teams (Caused by NameResolutionError(""HTTPSConnection(host='hudc2021.calicotab.com', port=443): Failed to resolve 'hudc2021.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
habib2024.calicotab.com,HUDC2024,"failed: ConnectionError: HTTPSConnectionPool(host='habib2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/HUDC2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='habib2024.calicotab.com', port=443): Failed to resolve 'habib2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
hudc2025.calicotab.com,HUDC2025,"failed: ConnectionError: HTTPSConnectionPool(host='hudc2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/HUDC2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='hudc2025.calicotab.com', port=443): Failed to resolve 'hudc2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
hdo2025.calicotab.com,HDO2025,"failed: ConnectionError: HTTPSConnectionPool(host='hdo2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/HDO2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='hdo2025.calicotab.com', port=443): Failed to resolve 'hdo2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
hadzabe-prewudc.calicotab.com,prewudc22,"failed: ConnectionError: HTTPSConnectionPool(host='hadzabe-prewudc.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/prewudc22/teams (Caused by NameResolutionError(""HTTPSConnection(host='hadzabe-prewudc.calicotab.com', port=443): Failed to resolve 'hadzabe-prewudc.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
