host,slug,status,rounds
ngome.calicotab.com,ngtoc2026,"failed: ConnectionError: HTTPSConnectionPool(host='ngome.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/ngtoc2026/teams (Caused by NameResolutionError(""HTTPSConnection(host='ngome.calicotab.com', port=443): Failed to resolve 'ngome.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
nhsdlc.calicotab.com,nhsdlc-bp-2023,"failed: ConnectionError: HTTPSConnectionPool(host='nhsdlc.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/nhsdlc-bp-2023/teams (Caused by NameResolutionError(""HTTPSConnection(host='nhsdlc.calicotab.com', port=443): Failed to resolve 'nhsdlc.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
thuiv2024.calicotab.com,nhsdlcbpo2024,"failed: ConnectionError: HTTPSConnectionPool(host='thuiv2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/nhsdlcbpo2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='thuiv2024.calicotab.com', port=443): Failed to resolve 'thuiv2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
nhsdlcbpopen.calicotab.com,nhsdlcbp2025,"failed: ConnectionError: HTTPSConnectionPool(host='nhsdlcbpopen.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/nhsdlcbp2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='nhsdlcbpopen.calicotab.com', port=443): Failed to resolve 'nhsdlcbpopen.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
nhsdlcbpopen2025.calicotab.com,dlcbp2025,"failed: ConnectionError: HTTPSConnectionPool(host='nhsdlcbpopen2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/dlcbp2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='nhsdlcbpopen2025.calicotab.com', port=443): Failed to resolve 'nhsdlcbpopen2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
2026nhsdlcbpopen.calicotab.com,dlcbp2026,"failed: ConnectionError: HTTPSConnectionPool(host='2026nhsdlcbpopen.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/dlcbp2026/teams (Caused by NameResolutionError(""HTTPSConnection(host='2026nhsdlcbpopen.calicotab.com', port=443): Failed to resolve '2026nhsdlcbpopen.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
nhsdlc2026.calicotab.com,nhsdlcbp2026,"failed: ConnectionError: HTTPSConnectionPool(host='nhsdlc2026.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/nhsdlcbp2026/teams (Caused by NameResolutionError(""HTTPSConnection(host='nhsdlc2026.calicotab.com', port=443): Failed to resolve 'nhsdlc2026.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
ndcopenx.calicotab.com,NDCopenX,"failed: ConnectionError: HTTPSConnectionPool(host='ndcopenx.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/NDCopenX/teams (Caused by NameResolutionError(""HTTPSConnection(host='ndcopenx.calicotab.com', port=443): Failed to resolve 'ndcopenx.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
ndc-awari2025.calicotab.com,NDCXI,"failed: ConnectionError: HTTPSConnectionPool(host='ndc-awari2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/NDCXI/teams (Caused by NameResolutionError(""HTTPSConnection(host='ndc-awari2025.calicotab.com', port=443): Failed to resolve 'ndc-awari2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
rrngtoc.calicotab.com,rrtoc2024,"failed: ConnectionError: HTTPSConnectionPool(host='rrngtoc.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/rrtoc2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='rrngtoc.calicotab.com', port=443): Failed to resolve 'rrngtoc.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
nijmegen2023.calicotab.com,nijmegen2023,"failed: ConnectionError: HTTPSConnectionPool(host='nijmegen2023.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/nijmegen2023/teams (Caused by NameResolutionError(""HTTPSConnection(host='nijmegen2023.calicotab.com', port=443): Failed to resolve 'nijmegen2023.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
nijmegen2024.calicotab.com,nijmegen2024,"failed: ConnectionError: HTTPSConnectionPool(host='nijmegen2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/nijmegen2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='nijmegen2024.calicotab.com', port=443): Failed to resolve 'nijmegen2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
xbpdnluo.calicotab.com,XNLUOBPD25,"failed: ConnectionError: HTTPSConnectionPool(host='xbpdnluo.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/XNLUOBPD25/teams (Caused by NameResolutionError(""HTTPSConnection(host='xbpdnluo.calicotab.com', port=443): Failed to resolve 'xbpdnluo.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
xinluobpd.calicotab.com,NLUOPD26,"failed: ConnectionError: HTTPSConnectionPool(host='xinluobpd.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/NLUOPD26/teams (Caused by NameResolutionError(""HTTPSConnection(host='xinluobpd.calicotab.com', port=443): Failed to resolve 'xinluobpd.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
nordicopen2026.calicotab.com,nordicopen2026,"failed: ConnectionError: HTTPSConnectionPool(host='nordicopen2026.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/nordicopen2026/teams (Caused by NameResolutionError(""HTTPSConnection(host='nordicopen2026.calicotab.com', port=443): Failed to resolve 'nordicopen2026.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
nlbp2024.calicotab.com,nlbp2024,"failed: ConnectionError: HTTPSConnectionPool(host='nlbp2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/nlbp2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='nlbp2024.calicotab.com', port=443): Failed to resolve 'nlbp2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
nlid2025.calicotab.com,nlid2025,"failed: ConnectionError: HTTPSConnectionPool(host='nlid2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/nlid2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='nlid2025.calicotab.com', port=443): Failed to resolve 'nlid2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
nsu.calicotab.com,dialogue25,"failed: ConnectionError: HTTPSConnectionPool(host='nsu.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/dialogue25/teams (Caused by NameResolutionError(""HTTPSConnection(host='nsu.calicotab.com', port=443): Failed to resolve 'nsu.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
nova2024.calicotab.com,Nova2024,"failed: ConnectionError: HTTPSConnectionPool(host='nova2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/Nova2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='nova2024.calicotab.com', port=443): Failed to resolve 'nova2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
norwichiv2026.calicotab.com,norwichiv2026,"failed: ConnectionError: HTTPSConnectionPool(host='norwichiv2026.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/norwichiv2026/teams (Caused by NameResolutionError(""HTTPSConnection(host='norwichiv2026.calicotab.com', port=443): Failed to resolve 'norwichiv2026.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
norwichmini2025.calicotab.com,norwichmini2025,"failed: ConnectionError: HTTPSConnectionPool(host='norwichmini2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/norwichmini2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='norwichmini2025.calicotab.com', port=443): Failed to resolve 'norwichmini2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
norwichonline25.calicotab.com,norwichonline25,"failed: ConnectionError: HTTPSConnectionPool(host='norwichonline25.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/norwichonline25/teams (Caused by NameResolutionError(""HTTPSConnection(host='norwichonline25.calicotab.com', port=443): Failed to resolve 'norwichonline25.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
nottsnovs25.calicotab.com,NottsNovs2025,"failed: ConnectionError: HTTPSConnectionPool(host='nottsnovs25.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/NottsNovs2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='nottsnovs25.calicotab.com', port=443): Failed to resolve 'nottsnovs25.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
nualspd2026.calicotab.com,nualspd2026,"failed: ConnectionError: HTTPSConnectionPool(host='nualspd2026.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/nualspd2026/teams (Caused by NameResolutionError(""HTTPSConnection(host='nualspd2026.calicotab.com', port=443): Failed to resolve 'nualspd2026.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
nuspreworlds.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='nuspreworlds.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='nuspreworlds.calicotab.com', port=443): Failed to resolve 'nuspreworlds.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
odesa-esl.calicotab.com,odesa2021,"failed: ConnectionError: HTTPSConnectionPool(host='odesa-esl.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/odesa2021/teams (Caused by NameResolutionError(""HTTPSConnection(host='odesa-esl.calicotab.com', port=443): Failed to resolve 'odesa-esl.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
ukrainedebates.calicotab.com,odesa2023,"failed: ConnectionError: HTTPSConnectionPool(host='ukrainedebates.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/odesa2023/teams (Caused by NameResolutionError(""HTTPSConnection(host='ukrainedebates.calicotab.com', port=443): Failed to resolve 'ukrainedebates.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
olympia.calicotab.com,olympiainvitational2023,"failed: ConnectionError: HTTPSConnectionPool(host='olympia.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/olympiainvitational2023/teams (Caused by NameResolutionError(""HTTPSConnection(host='olympia.calicotab.com', port=443): Failed to resolve 'olympia.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
opencoast.calicotab.com,pre-gudc24,"failed: ConnectionError: HTTPSConnectionPool(host='opencoast.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/pre-gudc24/teams (Caused by NameResolutionError(""HTTPSConnection(host='opencoast.calicotab.com', port=443): Failed to resolve 'opencoast.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
opencoast.calicotab.com,pre-gudc2025,"failed: ConnectionError: HTTPSConnectionPool(host='opencoast.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/pre-gudc2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='opencoast.calicotab.com', port=443): Failed to resolve 'opencoast.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
osakaiv2024.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='osakaiv2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='osakaiv2024.calicotab.com', port=443): Failed to resolve 'osakaiv2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
eds.calicotab.com,ottawaiv2025,"failed: ConnectionError: HTTPSConnectionPool(host='eds.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/ottawaiv2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='eds.calicotab.com', port=443): Failed to resolve 'eds.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
eds.calicotab.com,ottawaiv2026,"failed: ConnectionError: HTTPSConnectionPool(host='eds.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/ottawaiv2026/teams (Caused by NameResolutionError(""HTTPSConnection(host='eds.calicotab.com', port=443): Failed to resolve 'eds.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
ottawa27wudc.calicotab.com,ottawaopen2025,"failed: ConnectionError: HTTPSConnectionPool(host='ottawa27wudc.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/ottawaopen2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='ottawa27wudc.calicotab.com', port=443): Failed to resolve 'ottawa27wudc.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
eds.calicotab.com,ottawaroundrobin2025,"failed: ConnectionError: HTTPSConnectionPool(host='eds.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/ottawaroundrobin2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='eds.calicotab.com', port=443): Failed to resolve 'eds.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
eds.calicotab.com,ottawaroundrobin2026,"failed: ConnectionError: HTTPSConnectionPool(host='eds.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/ottawaroundrobin2026/teams (Caused by NameResolutionError(""HTTPSConnection(host='eds.calicotab.com', port=443): Failed to resolve 'eds.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
ottawasummer2026.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='ottawasummer2026.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='ottawasummer2026.calicotab.com', port=443): Failed to resolve 'ottawasummer2026.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
oxfordcharity25.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='oxfordcharity25.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='oxfordcharity25.calicotab.com', port=443): Failed to resolve 'oxfordcharity25.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
oxfordcharity26.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='oxfordcharity26.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='oxfordcharity26.calicotab.com', port=443): Failed to resolve 'oxfordcharity26.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
oxfordcharity26.calicotab.com,iii,"failed: ConnectionError: HTTPSConnectionPool(host='oxfordcharity26.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/iii/teams (Caused by NameResolutionError(""HTTPSConnection(host='oxfordcharity26.calicotab.com', port=443): Failed to resolve 'oxfordcharity26.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
oxford2021.calicotab.com,oxfordiv2021,"failed: ConnectionError: HTTPSConnectionPool(host='oxford2021.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/oxfordiv2021/teams (Caused by NameResolutionError(""HTTPSConnection(host='oxford2021.calicotab.com', port=443): Failed to resolve 'oxford2021.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
oxfordiv2022.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='oxfordiv2022.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='oxfordiv2022.calicotab.com', port=443): Failed to resolve 'oxfordiv2022.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
oxfordiv2023.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='oxfordiv2023.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='oxfordiv2023.calicotab.com', port=443): Failed to resolve 'oxfordiv2023.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
oxiv2024.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='oxiv2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='oxiv2024.calicotab.com', port=443): Failed to resolve 'oxiv2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
oxfordiv2025.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='oxfordiv2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='oxfordiv2025.calicotab.com', port=443): Failed to resolve 'oxfordiv2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
pakdebateforum.calicotab.com,open2025,"failed: ConnectionError: HTTPSConnectionPool(host='pakdebateforum.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/open2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='pakdebateforum.calicotab.com', port=443): Failed to resolve 'pakdebateforum.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
awdppakistanopen.calicotab.com,pakdo2021,"failed: ConnectionError: HTTPSConnectionPool(host='awdppakistanopen.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/pakdo2021/teams (Caused by NameResolutionError(""HTTPSConnection(host='awdppakistanopen.calicotab.com', port=443): Failed to resolve 'awdppakistanopen.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
pakdebateforum.calicotab.com,pakistanpreabp,"failed: ConnectionError: HTTPSConnectionPool(host='pakdebateforum.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/pakistanpreabp/teams (Caused by NameResolutionError(""HTTPSConnection(host='pakdebateforum.calicotab.com', port=443): Failed to resolve 'pakdebateforum.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
pdc2023.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='pdc2023.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='pdc2023.calicotab.com', port=443): Failed to resolve 'pdc2023.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
parliamatebp2025.calicotab.com,parliamatebp2025,"failed: ConnectionError: HTTPSConnectionPool(host='parliamatebp2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/parliamatebp2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='parliamatebp2025.calicotab.com', port=443): Failed to resolve 'parliamatebp2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
mace.calicotab.com,paudc2021,"failed: ConnectionError: HTTPSConnectionPool(host='mace.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/paudc2021/teams (Caused by NameResolutionError(""HTTPSConnection(host='mace.calicotab.com', port=443): Failed to resolve 'mace.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
paudc2022.calicotab.com,PAUDC2022,"failed: ConnectionError: HTTPSConnectionPool(host='paudc2022.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/PAUDC2022/teams (Caused by NameResolutionError(""HTTPSConnection(host='paudc2022.calicotab.com', port=443): Failed to resolve 'paudc2022.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
nutifafapaudc.calicotab.com,paudc2023,"failed: ConnectionError: HTTPSConnectionPool(host='nutifafapaudc.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/paudc2023/teams (Caused by NameResolutionError(""HTTPSConnection(host='nutifafapaudc.calicotab.com', port=443): Failed to resolve 'nutifafapaudc.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
paudc2024.calicotab.com,paudcK24,"failed: ConnectionError: HTTPSConnectionPool(host='paudc2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/paudcK24/teams (Caused by NameResolutionError(""HTTPSConnection(host='paudc2024.calicotab.com', port=443): Failed to resolve 'paudc2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
lucien.calicotab.com,paudc2025,"failed: ConnectionError: HTTPSConnectionPool(host='lucien.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/paudc2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='lucien.calicotab.com', port=443): Failed to resolve 'lucien.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
pearlpd.calicotab.com,pearlbpd2021,"failed: ConnectionError: HTTPSConnectionPool(host='pearlpd.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/pearlbpd2021/teams (Caused by NameResolutionError(""HTTPSConnection(host='pearlpd.calicotab.com', port=443): Failed to resolve 'pearlpd.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
pkuproam24.calicotab.com,pkuproam24,"failed: ConnectionError: HTTPSConnectionPool(host='pkuproam24.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/pkuproam24/teams (Caused by NameResolutionError(""HTTPSConnection(host='pkuproam24.calicotab.com', port=443): Failed to resolve 'pkuproam24.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
pkuproam25.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='pkuproam25.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='pkuproam25.calicotab.com', port=443): Failed to resolve 'pkuproam25.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
pkuproam26.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='pkuproam26.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='pkuproam26.calicotab.com', port=443): Failed to resolve 'pkuproam26.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
pennwsdc2024.calicotab.com,ppw2024,"failed: ConnectionError: HTTPSConnectionPool(host='pennwsdc2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/ppw2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='pennwsdc2024.calicotab.com', port=443): Failed to resolve 'pennwsdc2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
pmiv25.calicotab.com,petermaguire25,"failed: ConnectionError: HTTPSConnectionPool(host='pmiv25.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/petermaguire25/teams (Caused by NameResolutionError(""HTTPSConnection(host='pmiv25.calicotab.com', port=443): Failed to resolve 'pmiv25.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
pidc2021.calicotab.com,pidc2021,"failed: ConnectionError: HTTPSConnectionPool(host='pidc2021.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/pidc2021/teams (Caused by NameResolutionError(""HTTPSConnection(host='pidc2021.calicotab.com', port=443): Failed to resolve 'pidc2021.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
ndcdiliman2022.calicotab.com,NDCDiliman2022,"failed: ConnectionError: HTTPSConnectionPool(host='ndcdiliman2022.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/NDCDiliman2022/teams (Caused by NameResolutionError(""HTTPSConnection(host='ndcdiliman2022.calicotab.com', port=443): Failed to resolve 'ndcdiliman2022.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
ndc2024.calicotab.com,hermosa,"failed: ConnectionError: HTTPSConnectionPool(host='ndc2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/hermosa/teams (Caused by NameResolutionError(""HTTPSConnection(host='ndc2024.calicotab.com', port=443): Failed to resolve 'ndc2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
ndc2025.calicotab.com,ndc2025,"failed: ConnectionError: HTTPSConnectionPool(host='ndc2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/ndc2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='ndc2025.calicotab.com', port=443): Failed to resolve 'ndc2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
pipers.calicotab.com,pipers,"failed: ConnectionError: HTTPSConnectionPool(host='pipers.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/pipers/teams (Caused by NameResolutionError(""HTTPSConnection(host='pipers.calicotab.com', port=443): Failed to resolve 'pipers.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
idc25.calicotab.com,idc2025,"failed: ConnectionError: HTTPSConnectionPool(host='idc25.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/idc2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='idc25.calicotab.com', port=443): Failed to resolve 'idc25.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
poznanopen2026.calicotab.com,poznanopen2026,"failed: ConnectionError: HTTPSConnectionPool(host='poznanopen2026.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/poznanopen2026/teams (Caused by NameResolutionError(""HTTPSConnection(host='poznanopen2026.calicotab.com', port=443): Failed to resolve 'poznanopen2026.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
pragueopen2024.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='pragueopen2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='pragueopen2024.calicotab.com', port=443): Failed to resolve 'pragueopen2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
pragueopen2025.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='pragueopen2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='pragueopen2025.calicotab.com', port=443): Failed to resolve 'pragueopen2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
prativaad.calicotab.com,prativaad25,"failed: ConnectionError: HTTPSConnectionPool(host='prativaad.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/prativaad25/teams (Caused by NameResolutionError(""HTTPSConnection(host='prativaad.calicotab.com', port=443): Failed to resolve 'prativaad.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
preeudcchallenge2024mini.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='preeudcchallenge2024mini.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='preeudcchallenge2024mini.calicotab.com', port=443): Failed to resolve 'preeudcchallenge2024mini.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
presido2026.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='presido2026.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='presido2026.calicotab.com', port=443): Failed to resolve 'presido2026.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
ppiv2021.calicotab.com,ppiv2021,"failed: ConnectionError: HTTPSConnectionPool(host='ppiv2021.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/ppiv2021/teams (Caused by NameResolutionError(""HTTPSConnection(host='ppiv2021.calicotab.com', port=443): Failed to resolve 'ppiv2021.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
stukudebate2025.calicotab.com,stubate2025,"failed: ConnectionError: HTTPSConnectionPool(host='stukudebate2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/stubate2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='stukudebate2025.calicotab.com', port=443): Failed to resolve 'stukudebate2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
